"Year","Variables","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"2019","Return On Assets (ROA) -  Before Tax  (%)","4.75","4.20","4.40","4.12","4.36","4.37","4.01","4.32","4.26","4.32","4.28","4.15"
"2019","Return On Equity (ROE)  -  After Tax  (%)","21.83","20.13","21.12","18.87","21.49","21.15","17.34","20.88","20.50","20.70","20.44","19.94"
"2019","Non Performing Loans  (%)","18.39","18.18","18.76","18.94","18.84","18.05","17.88","17.75","17.27","17.26","16.66","14.27"
"2019","Capital Adequacy Ratio (%)","21.78","21.71","20.96","21.37","19.35","19.12","19.32","19.67","19.64","23.89","19.72","18.28"
"2018","Credit  to Deposits  (%) (From Aug 2018, credit excl loans under receivership)","65.25","59.70","59.61","60.17","60.55","62.60","61.28","49.86","51.72","52.65","52.56","53.44"
"2018","Core Liquid Assets to Short-term Liabilities  (%)","33.07","32.65","31.95","30.70","31.45","30.53","35.27","32.94","32.32","31.02","30.36","33.97"
"2018","Core Liquid Assets to Total Assets  (%)","25.32","24.92","24.29","23.55","24.02","23.44","27.13","25.58","24.93","23.71","23.33","26.03"
"2018","Return On Assets (ROA) -  Before Tax  (%)","2.28","3.98","3.69","3.57","3.50","3.51","3.47","3.33","3.28","3.29","3.14","3.34"
"2018","Non Performing Loans  (%)","21.04","21.59","22.58","23.45","22.77","22.56","21.07","21.31","20.03","20.10","19.28","18.19"
"2018","Return On Equity (ROE)  -  After Tax  (%)","7.32","18.96","17.99","17.27","17.19","16.80","17.15","16.91","17.13","17.57","16.13","18.18"
"2018","Capital Adequacy Ratio (%)","16.66","19.21","19.30","18.92","18.95","19.31","18.91","19.08","20.22","20.04","19.66","19.27"
"2017","Credit  to Deposits  (%) (From Aug 2018, credit excl loans under receivership)","67.76","67.62","68.06","68.09","68.59","68.85","66.85","69.46","71.00","68.71","65.44","64.99"
"2017","Core Liquid Assets to Short-term Liabilities  (%)","33.93","32.85","34.57","33.30","32.96","32.50","36.67","33.43","32.55","32.55","32.15","33.33"
"2017","Core Liquid Assets to Total Assets  (%)","26.53","25.45","26.82","25.63","25.55","25.39","28.17","25.86","25.21","25.10","24.86","25.96"
"2017","Return On Assets (ROA) -  Before Tax  (%)","4.66","4.02","4.41","4.03","3.76","3.70","3.70","3.16","2.61","2.99","3.06","3.31"
"2017","Return On Equity (ROE)  -  After Tax  (%)","24.25","19.56","21.23","19.29","17.87","17.72","18.11","14.94","11.39","14.41","14.59","16.56"
"2017","Non Performing Loans  (%)","18.03","17.73","20.25","19.82","21.04","21.18","21.53","21.87","22.22","21.59","22.91","21.59"
"2017","Capital Adequacy Ratio (%)","17.77","18.47","18.07","17.36","15.98","14.83","14.75","15.91","14.53","15.00","14.85","18.55"
"2016","Credit  to Deposits  (%) (From Aug 2018, credit excl loans under receivership)","74.99","75.34","74.67","74.95","73.39","77.92","76.01","76.64","76.20","72.57","71.81","68.54"
"2016","Core Liquid Assets to Short-term Liabilities  (%)","32.14","32.84","34.52","32.88","32.43","31.83","32.83","32.22","32.64","31.60","33.62","35.14"
"2016","Return On Equity (ROE)  -  After Tax  (%)","23.78","20.72","23.45","21.95","21.78","22.86","23.54","21.73","20.78","20.21","19.44","18.01"
"2016","Return On Assets (ROA) -  Before Tax  (%)","5.20","4.60","5.02","4.70","4.60","4.87","4.83","4.56","4.81","4.34","4.14","3.79"
"2016","Core Liquid Assets to Total Assets  (%)","24.42","24.75","26.06","25.11","25.09","24.37","25.23","24.95","25.07","24.42","25.78","27.21"
"2016","Non Performing Loans  (%)","14.60","15.62","16.22","18.57","19.30","18.77","19.07","18.59","19.12","18.99","18.82","17.29"
"2016","Capital Adequacy Ratio (%)","17.88","18.08","17.56","17.52","16.68","16.18","16.68","16.53","17.01","17.07","17.08","17.75"
"2015","Credit  to Deposits  (%) (From Aug 2018, credit excl loans under receivership)","78.01","75.70","79.15","78.68","78.67","80.33","80.25","82.22","81.37","78.52","76.08","72.97"
"2015","Core Liquid Assets to Short-term Liabilities  (%)","34.25","35.31","34.54","34.79","35.02","34.22","32.65","35.26","35.29","34.60","34.52","34.23"
"2015","Core Liquid Assets to Total Assets  (%)","25.88","26.63","25.94","26.25","26.55","26.29","24.50","26.65","26.47","26.26","26.43","26.43"
"2015","Return On Assets (ROA) -  Before Tax  (%)","6.92","6.02","6.30","5.71","5.86","5.62","5.59","5.69","5.41","5.35","4.91","4.64"
"2015","Return On Equity (ROE)  -  After Tax  (%)","32.21","27.51","29.30","26.72","28.71","29.08","27.34","28.05","26.65","26.46","24.15","22.15"
"2015","Non Performing Loans  (%)","11.47","11.43","11.42","11.55","11.19","11.19","13.09","13.02","13.49","14.07","14.12","14.67"
"2015","Capital Adequacy Ratio (%)","17.86","17.49","16.89","17.00","16.20","16.18","17.65","16.78","17.60","17.43","17.56","17.81"
"2014","Credit  to Deposits  (%) (From Aug 2018, credit excl loans under receivership)","73.57","73.52","74.76","78.51","79.72","80.59","80.41","83.82","84.92","80.80","80.55","74.33"
"2014","Return On Assets (ROA) -  Before Tax  (%)","5.75","6.02","6.18","6.12","5.94","6.13","6.28","6.62","6.85","6.51","6.43","6.44"
"2014","Core Liquid Assets to Total Assets  (%)","20.08","21.78","21.81","24.69","25.39","25.72","25.55","26.19","25.80","26.62","26.22","26.81"
"2014","Core Liquid Assets to Short-term Liabilities  (%)","25.88","28.32","28.13","32.29","33.18","33.31","33.45","34.31","34.11","34.92","34.36","34.84"
"2014","Return On Equity (ROE)  -  After Tax  (%)","27.15","29.39","30.65","30.82","29.89","30.83","31.38","32.48","34.01","33.28","32.13","32.28"
"2014","Non Performing Loans  (%)","12.65","12.73","12.41","12.45","12.83","12.77","12.30","12.21","12.09","12.15","11.96","11.27"
"2014","Capital Adequacy Ratio (%)","18.74","17.49","17.65","18.10","16.67","16.14","16.19","16.63","17.00","17.05","17.71","17.93"
"2013","Credit  to Deposits  (%) (From Aug 2018, credit excl loans under receivership)","69.12","69.62","68.23","67.33","72.32","74.72","75.47","75.72","75.03","73.50","72.62","72.98"
"2013","Core Liquid Assets to Short-term Liabilities  (%)","28.28","29.59","30.37","30.10","28.73","27.65","26.30","26.75","29.48","27.20","26.15","28.18"
"2013","Core Liquid Assets to Total Assets  (%)","21.97","22.85","23.65","23.41","22.09","21.44","20.41","20.68","22.64","20.96","20.06","21.71"
"2013","Return On Equity (ROE)  -  After Tax  (%)","32.23","31.15","25.90","26.76","26.98","28.08","27.66","28.52","29.10","29.65","29.47","31.07"
"2013","Return On Assets (ROA) -  Before Tax  (%)","6.48","6.24","5.33","5.59","5.50","5.60","5.49","5.74","5.83","5.99","5.99","6.22"
"2013","Non Performing Loans  (%)","13.28","13.50","13.71","13.28","13.44","12.82","12.91","12.82","12.52","12.45","12.75","12.00"
"2013","Capital Adequacy Ratio (%)","18.71","18.20","17.80","18.09","18.09","17.55","18.59","18.33","18.25","18.32","18.31","18.45"
"2012","Credit  to Deposits  (%) (From Aug 2018, credit excl loans under receivership)","60.67","61.56","63.90","61.17","62.06","61.97","66.33","68.96","70.82","69.85","67.29","66.50"
"2012","Core Liquid Assets to Short-term Liabilities  (%)","33.39","34.34","30.41","33.03","32.13","33.55","31.15","29.78","31.05","31.28","31.59","30.67"
"2012","Core Liquid Assets to Total Assets  (%)","26.12","26.71","23.83","26.11","25.35","26.52","24.41","23.30","24.19","24.35","24.69","24.13"
"2012","Return On Assets (ROA) -  Before Tax  (%)","5.30","4.32","4.34","4.21","4.28","4.43","4.56","4.67","4.63","4.69","4.76","4.85"
"2012","Return On Equity (ROE)  -  After Tax  (%)","29.14","23.98","24.22","23.16","24.67","26.92","26.70","27.32","26.54","26.00","26.04","25.76"
"2012","Non Performing Loans  (%)","14.15","13.68","13.07","14.06","13.45","13.20","13.44","13.19","13.12","13.25","13.13","13.20"
"2012","Capital Adequacy Ratio (%)","17.41","17.42","17.27","16.77","14.91","15.54","15.52","15.65","16.30","17.07","17.54","18.56"
"2011","Credit  to Deposits  (%) (From Aug 2018, credit excl loans under receivership)","65.34","61.19","60.46","55.81","56.25","56.87","57.78","58.30","58.67","56.99","58.00","58.49"
"2011","Core Liquid Assets to Short-term Liabilities  (%)","31.21","33.86","34.82","34.60","31.94","31.95","32.55","31.98","34.61","36.08","35.84","35.26"
"2011","Core Liquid Assets to Total Assets  (%)","24.30","25.94","27.03","27.06","25.08","25.20","25.61","25.07","27.04","28.75","28.47","27.83"
"2011","Return On Assets (ROA) -  Before Tax  (%)","2.71","3.05","3.52","3.57","3.81","3.54","3.47","3.52","3.42","3.66","3.58","3.86"
"2011","Non Performing Loans  (%)","17.19","16.56","16.11","17.54","17.22","16.37","16.39","15.97","15.68","15.25","14.69","14.15"
"2011","Return On Equity (ROE)  -  After Tax  (%)","13.06","15.52","17.76","18.13","18.86","18.50","18.11","17.66","17.69","19.19","18.89","19.74"
"2011","Capital Adequacy Ratio (%)","18.48","18.54","18.25","18.11","17.66","17.48","17.00","16.94","17.00","17.07","16.49","17.41"
"2010","Capital Adequacy Ratio (%)","17.41","19.67","20.54","20.15","19.15","19.89","19.27","20.19","20.16","19.49","18.85","19.13"
"2010","Non Performing Loans  (%)","19.71","20.02","18.49","18.90","18.73","18.55","18.19","18.00","18.06","18.36","17.86","17.60"
"2010","Return On Equity (ROE)  -  After Tax  (%)","30.96","32.17","19.22","21.74","20.67","16.76","19.35","18.81","20.22","18.45","20.31","20.44"
"2010","Return On Assets (ROA) -  Before Tax  (%)","5.21","4.04","3.66","4.06","3.82","3.06","3.25","3.69","3.78","3.08","3.62","3.80"
"2010","Core Liquid Assets to Total Assets  (%)","25.22","23.46","24.37","23.41","23.81","25.01","24.49","23.54","23.76","25.55","24.69","25.33"
"2010","Core Liquid Assets to Short-term Liabilities  (%)","33.42","30.93","32.50","31.60","32.10","33.11","32.86","31.76","31.92","34.15","32.53","32.87"
"2010","Credit  to Deposits  (%) (From Aug 2018, credit excl loans under receivership)","76.28","76.25","70.15","71.97","71.35","70.09","70.98","72.59","72.14","69.63","68.38","67.66"
"2009","Core Liquid Assets to Short-term Liabilities  (%)","30.28","29.48","29.70","30.82","31.63","30.81","32.72","31.23","31.34","35.16","33.11","34.49"
"2009","Credit  to Deposits  (%) (From Aug 2018, credit excl loans under receivership)","87.45","90.04","89.81","91.63","88.70","87.71","84.28","84.18","85.61","83.91","82.12","77.15"
"2009","Core Liquid Assets to Total Assets  (%)","22.22","21.82","22.56","23.36","24.13","23.61","25.13","24.06","24.03","26.64","24.96","26.27"
"2009","Return On Assets (ROA) -  Before Tax  (%)","5.35","3.70","3.45","3.66","3.28","3.78","3.33","2.62","3.20","3.23","4.06","2.83"
"2009","Return On Equity (ROE)  -  After Tax  (%)","32.92","22.50","21.60","21.17","19.20","24.80","23.73","14.78","19.75","20.53","20.19","17.50"
"2009","Capital Adequacy Ratio (%)","14.91","14.78","14.56","13.35","14.35","14.47","14.71","13.95","15.35","15.62","17.13","18.24"
"2009","Non Performing Loans  (%)","7.95","8.11","9.64","10.33","11.00","9.84","11.42","12.83","13.20","13.62","13.57","16.20"
"2008","Credit  to Deposits  (%) (From Aug 2018, credit excl loans under receivership)","82.64","83.70","84.46","83.48","84.18","86.42","86.51","85.20","85.82","90.23","90.53","85.87"
"2008","Core Liquid Assets to Short-term Liabilities  (%)","31.33","29.92","29.45","31.08","29.30","29.94","30.45","31.08","33.73","29.52","30.95","33.48"
"2008","Return On Assets (ROA) -  Before Tax  (%)","4.82","3.83","3.65","3.22","2.69","2.63","3.24","3.41","3.52","3.29","3.45","3.23"
"2008","Core Liquid Assets to Total Assets  (%)","23.24","21.81","21.85","22.77","22.12","22.32","23.03","23.69","25.19","21.95","22.78","25.18"
"2008","Return On Equity (ROE)  -  After Tax  (%)","32.94","26.30","26.21","22.81","19.32","18.05","23.00","24.40","26.00","22.51","24.12","23.70"
"2008","Non Performing Loans  (%)","6.76","8.45","8.70","8.72","8.84","8.69","7.95","7.37","7.62","7.52","7.85","7.69"
"2008","Capital Adequacy Ratio (%)","15.30","14.86","15.42","14.49","14.17","13.77","14.45","14.32","13.85","13.19","13.50","13.84"
"2007","Credit  to Deposits  (%) (From Aug 2018, credit excl loans under receivership)","74.47","74.97","77.93","76.35","74.96","76.31","85.00","83.87","83.86","85.66","82.28","84.38"
"2007","Core Liquid Assets to Short-term Liabilities  (%)","28.13","27.82","26.58","29.39","31.51","30.99","32.51","33.17","30.67","31.51","29.77","31.33"
"2007","Core Liquid Assets to Total Assets  (%)","21.06","20.88","19.43","21.73","23.58","23.23","22.61","22.98","22.03","22.45","21.83","23.31"
"2007","Return On Assets (ROA) -  Before Tax  (%)","4.82","3.67","4.16","3.60","4.33","2.95","3.73","4.01","3.81","3.81","3.93","3.67"
"2007","Return On Equity (ROE)  -  After Tax  (%)","28.06","23.14","26.90","23.22","28.65","16.72","24.41","29.53","27.40","26.39","28.26","25.83"
"2007","Capital Adequacy Ratio (%)","16.88","16.59","16.87","15.27","14.95","15.20","14.54","15.01","14.76","14.90","15.20","15.67"
"2007","Non Performing Loans  (%)","7.46","7.35","6.93","6.84","7.41","7.00","6.71","6.83","6.14","6.59","6.83","6.91"
"2006","Credit  to Deposits  (%) (From Aug 2018, credit excl loans under receivership)","77.70","73.61","72.71","72.10","76.27","70.55","72.02","73.10","74.55","76.17","75.79","74.51"
"2006","Core Liquid Assets to Short-term Liabilities  (%)","28.63","26.81","28.82","27.93","29.21","28.70","26.88","28.51","26.98","29.16","29.76","31.80"
"2006","Core Liquid Assets to Total Assets  (%)","20.30","19.71","21.05","20.58","21.09","21.19","19.66","21.00","19.68","21.40","21.92","23.47"
"2006","Return On Assets (ROA) -  Before Tax  (%)","4.52","4.00","4.30","4.56","4.80","4.60","4.53","4.62","4.70","4.45","4.71","4.81"
"2006","Return On Equity (ROE)  -  After Tax  (%)","25.30","21.79","24.15","26.33","27.64","24.84","24.75","25.26","25.26","24.04","25.79","27.45"
"2006","Non Performing Loans  (%)","12.26","12.85","12.89","12.65","12.06","12.66","12.29","11.74","11.01","11.01","10.56","7.86"
