"Year","Variables","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"2023","Net Domestic Assets (Millions of Ghana Cedis)","209,050.05","212,441.31","218,830.50","217,920.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2023","Net Foreign Assets (Millions of Ghana Cedis)","-12,056.39","-10,838.57","-12,006.15","-10,391.87","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2022","Money Supply_Broad Money (M2) (Millions of Ghana Cedis)","108,231.31","107,281.63","106,050.89","105,204.84","105,600.77","106,488.56","109,303.85","110,233.88","110,613.58","121,790.71","0.00","0.00"
"2022","Money Supply_Total Liquidity (M2+) (Millions of Ghana Cedis)","137,474.29","139,444.38","142,729.13","142,563.67","142,642.75","145,156.93","150,415.50","152,455.83","160,157.59","187,659.20","0.00","0.00"
"2022","Money Supply_Reserve Money (RM) (Millions of Ghana Cedis)","44,963.72","43,197.72","44,866.58","47,215.05","46,616.21","48,237.98","49,549.65","49,977.35","53,503.90","64,737.95","0.00","0.00"
"2022","Money Supply_ Narrow Money  (M1) (Millions of Ghana Cedis)","72,196.33","70,941.29","68,918.69","67,673.78","68,062.90","66,917.35","68,983.29","69,058.34","69,671.98","79,774.66","0.00","0.00"
"2022","Money Supply Component_Foreign currency deposits (Millions of Ghana Cedis)","29,242.98","32,162.74","36,678.24","37,358.83","37,041.98","38,668.37","41,111.65","42,221.95","49,544.01","65,868.49","0.00","0.00"
"2022","Total Liabilities of the Bankning System (Millions of Ghana Cedis)","137,474.29","139,444.38","142,729.13","142,563.67","142,642.75","145,156.93","150,415.50","152,455.83","160,157.59","187,659.20","0.00","0.00"
"2022","Money Supply Component_Savings & Time deposits (Millions of Ghana Cedis)","36,034.97","36,340.35","37,132.19","37,531.06","37,537.88","39,571.21","40,320.55","41,175.54","40,941.60","42,016.05","0.00","0.00"
"2022","Money Supply Component_Currency outside banks (Millions of Ghana Cedis)","21,864.93","21,658.07","22,090.81","22,959.47","22,612.35","22,102.32","22,355.72","23,075.40","23,786.09","25,674.07","0.00","0.00"
"2022","Money Supply Component_Demand deposits (Millions of Ghana Cedis)","50,331.40","49,283.21","46,827.89","44,714.31","45,450.55","44,815.03","46,627.57","45,982.95","45,885.89","54,100.59","0.00","0.00"
"2022","Net Domestic Assets_Other Items (net) (Millions of Ghana Cedis)","-15,100.79","-14,910.82","-16,044.79","-16,866.85","-16,237.04","-15,265.53","-14,030.18","-19,035.94","-10,283.04","-2,194.84","0.00","0.00"
"2022","Total Assets of the Banking System  (Millions of Ghana Cedis)","137,474.29","139,444.38","142,729.13","142,563.67","142,642.75","145,156.93","150,415.50","152,455.83","160,157.59","187,659.20","0.00","0.00"
"2022","Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise (Millions of Ghana Cedis)","62,869.17","64,329.02","67,382.69","69,489.48","70,614.34","71,452.21","71,998.23","73,974.45","78,157.00","88,213.05","0.00","0.00"
"2022","Net Domestic Assets_Govt. Deposits (Millions of Ghana Cedis)","17,897.85","18,735.60","20,194.32","16,426.49","10,720.71","9,179.97","6,138.75","1,710.64","8,119.50","4,252.43","0.00","0.00"
"2022","Net Domestic Assets_Claims on Govt. (Millions of Ghana Cedis)","101,110.20","103,853.45","107,982.02","107,518.38","105,573.43","105,621.16","107,563.51","113,215.36","117,068.42","125,421.67","0.00","0.00"
"2022","Total Assets of the Banking System  (Millions of Ghana Cedis)","137,474.29","139,444.38","142,729.13","142,563.67","142,642.75","145,156.93","150,415.50","152,455.83","160,157.59","187,659.20","194,979.44","180,266.84"
"2022","Net Domestic Assets_Other Items (net) (Millions of Ghana Cedis)","-15,100.79","-14,910.82","-16,044.79","-16,866.85","-16,237.04","-15,265.53","-14,030.18","-19,035.94","-10,283.04","-2,194.84","-3,293.72","-7,058.82"
"2022","Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise (Millions of Ghana Cedis)","62,869.17","64,329.02","67,382.69","69,489.48","70,614.34","71,452.21","71,998.23","73,974.45","78,157.00","88,213.05","89,004.04","76,905.03"
"2022","Net Domestic Assets_Govt. Deposits (Millions of Ghana Cedis)","17,897.85","18,735.60","20,194.32","16,426.49","10,720.71","9,179.97","6,138.75","1,710.64","8,119.50","4,252.43","-7,420.22","-3,660.25"
"2022","Net Domestic Assets_Claims on Govt. (Millions of Ghana Cedis)","101,110.20","103,853.45","107,982.02","107,518.38","105,573.43","105,621.16","107,563.51","113,215.36","117,068.42","125,421.67","126,295.74","118,894.09"
"2022","Money Supply_Total Liquidity (M2+) (Millions of Ghana Cedis)","137,474.29","139,444.38","142,729.13","142,563.67","142,642.75","145,156.93","150,415.50","152,455.83","160,157.59","187,659.20","194,979.44","180,266.84"
"2022","Money Supply_Broad Money (M2) (Millions of Ghana Cedis)","108,231.31","107,281.63","106,050.89","105,204.84","105,600.77","106,488.56","109,303.85","110,233.88","110,613.58","121,790.71","128,482.81","135,142.49"
"2022","Money Supply_ Narrow Money  (M1) (Millions of Ghana Cedis)","72,196.33","70,941.29","68,918.69","67,673.78","68,062.90","66,917.35","68,983.29","69,058.34","69,671.98","79,774.66","82,207.57","88,484.18"
"2022","Money Supply_Reserve Money (RM) (Millions of Ghana Cedis)","44,963.72","43,197.72","44,866.58","47,215.05","46,616.21","48,237.98","49,549.65","49,977.35","53,503.90","64,737.95","65,615.00","68,103.84"
"2022","Total Liabilities of the Bankning System (Millions of Ghana Cedis)","137,474.29","139,444.38","142,729.13","142,563.67","142,642.75","145,156.93","150,415.50","152,455.83","160,157.59","187,659.20","194,979.44","180,266.84"
"2022","Money Supply Component_Foreign currency deposits (Millions of Ghana Cedis)","29,242.98","32,162.74","36,678.24","37,358.83","37,041.98","38,668.37","41,111.65","42,221.95","49,544.01","65,868.49","66,496.63","45,124.35"
"2022","Money Supply Component_Savings & Time deposits (Millions of Ghana Cedis)","36,034.97","36,340.35","37,132.19","37,531.06","37,537.88","39,571.21","40,320.55","41,175.54","40,941.60","42,016.05","46,275.25","46,658.31"
"2022","Money Supply Component_Demand deposits (Millions of Ghana Cedis)","50,331.40","49,283.21","46,827.89","44,714.31","45,450.55","44,815.03","46,627.57","45,982.95","45,885.89","54,100.59","52,732.92","57,063.53"
"2022","Money Supply Component_Currency outside banks (Millions of Ghana Cedis)","21,864.93","21,658.07","22,090.81","22,959.47","22,612.35","22,102.32","22,355.72","23,075.40","23,786.09","25,674.07","29,474.64","31,420.65"
"2022","Net Domestic Assets (Millions of Ghana Cedis)","130,980.74","134,536.04","139,125.61","143,714.52","149,230.02","152,627.87","159,392.80","166,443.23","176,822.88","207,187.45","219,426.28","192,400.54"
"2022","Net Foreign Assets_BOG (Millions of Ghana Cedis)","9,315.06","9,154.33","4,485.86","1,453.09","-3,813.34","-6,401.93","-8,995.20","-14,375.54","-16,871.08","-21,098.91","-31,490.12","-19,300.17"
"2022","Net Foreign Assets_DMBs (Millions of Ghana Cedis)","-2,821.51","-4,246.00","-882.33","-2,603.94","-2,773.93","-1,069.01","17.89","388.14","205.79","1,570.66","7,043.28","7,166.46"
"2022","Net Foreign Assets (Millions of Ghana Cedis)","6,493.55","4,908.33","3,603.52","-1,150.85","-6,587.27","-7,470.94","-8,977.30","-13,987.40","-16,665.29","-19,528.25","-24,446.84","-12,133.70"
"2022","Net Foreign Assets_DMBs (Millions of Ghana Cedis)","-2,821.51","-4,246.00","-882.33","-2,603.94","-2,773.93","-1,069.01","17.89","388.14","205.79","1,570.66","0.00","0.00"
"2022","Net Domestic Assets (Millions of Ghana Cedis)","130,980.74","134,536.04","139,125.61","143,714.52","149,230.02","152,627.87","159,392.80","166,443.23","176,822.88","207,187.45","0.00","0.00"
"2022","Net Foreign Assets_BOG (Millions of Ghana Cedis)","9,315.06","9,154.33","4,485.86","1,453.09","-3,813.34","-6,401.93","-8,995.20","-14,375.54","-16,871.08","-21,098.91","0.00","0.00"
"2022","Net Foreign Assets (Millions of Ghana Cedis)","6,493.55","4,908.33","3,603.52","-1,150.85","-6,587.27","-7,470.94","-8,977.30","-13,987.40","-16,665.29","-19,528.25","0.00","0.00"
"2021","Money Supply_Total Liquidity (M2+) (Millions of Ghana Cedis)","117,976.85","118,467.48","119,445.22","118,933.79","120,451.55","121,891.32","122,643.76","123,548.57","124,596.60","129,231.01","131,645.92","135,555.75"
"2021","Money Supply_Broad Money (M2) (Millions of Ghana Cedis)","92,625.97","92,071.18","93,226.01","91,942.98","93,396.17","94,210.69","94,837.79","96,081.78","96,838.70","101,128.67","102,961.93","105,737.27"
"2021","Money Supply_ Narrow Money  (M1) (Millions of Ghana Cedis)","59,346.37","57,987.10","59,148.13","57,786.74","59,218.95","59,921.11","59,325.64","60,948.49","61,153.92","63,458.95","65,974.99","69,389.31"
"2021","Total Liabilities of the Bankning System (Millions of Ghana Cedis)","117,976.85","118,467.48","119,445.22","118,933.79","120,451.55","121,891.32","122,643.76","123,548.57","124,596.60","129,231.01","131,645.92","135,555.75"
"2021","Money Supply_Reserve Money (RM) (Millions of Ghana Cedis)","36,117.25","35,439.73","34,904.63","35,293.96","36,597.91","36,063.64","39,878.74","37,557.02","39,156.13","39,785.36","40,353.04","43,244.90"
"2021","Money Supply Component_Savings & Time deposits (Millions of Ghana Cedis)","33,279.60","34,084.08","34,077.88","34,156.24","34,177.22","34,289.58","35,512.15","35,133.28","35,684.78","37,669.72","36,986.94","36,347.96"
"2021","Money Supply Component_Foreign currency deposits (Millions of Ghana Cedis)","25,350.87","26,396.31","26,219.21","26,990.81","27,055.37","27,680.63","27,805.97","27,466.80","27,757.90","28,102.33","28,684.00","29,818.48"
"2021","Money Supply Component_Demand deposits (Millions of Ghana Cedis)","39,440.16","38,540.09","39,823.39","38,038.38","40,106.48","41,364.14","40,746.40","42,285.43","42,341.55","43,921.14","46,467.01","47,615.41"
"2021","Money Supply Component_Currency outside banks (Millions of Ghana Cedis)","19,906.22","19,447.00","19,324.74","19,748.36","19,112.47","18,556.97","18,579.25","18,663.06","18,812.37","19,537.81","19,507.98","21,773.90"
"2021","Total Assets of the Banking System  (Millions of Ghana Cedis)","117,976.85","118,467.48","119,445.22","118,933.79","120,451.55","121,891.32","122,643.76","123,548.57","124,596.60","129,231.01","131,645.92","135,555.75"
"2021","Net Domestic Assets_Other Items (net) (Millions of Ghana Cedis)","-24,166.83","-25,793.89","-23,511.79","-23,223.13","-26,087.76","-22,192.82","-22,047.34","-23,019.07","-26,879.17","-26,161.99","-24,080.63","-9,551.34"
"2021","Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise (Millions of Ghana Cedis)","55,081.43","55,441.14","55,222.55","55,547.63","56,183.01","55,417.75","56,238.07","57,006.80","58,627.96","60,490.72","61,295.52","62,261.47"
"2021","Net Domestic Assets_Claims on Govt. (Millions of Ghana Cedis)","85,886.99","86,287.49","90,387.46","92,061.82","95,961.19","94,906.19","93,587.41","95,329.44","98,107.94","96,914.76","97,702.04","97,437.16"
"2021","Net Domestic Assets_Govt. Deposits (Millions of Ghana Cedis)","17,805.29","16,599.85","17,749.88","33,439.83","32,051.55","31,624.36","26,221.94","24,211.41","20,459.64","17,316.69","13,478.78","22,122.89"
"2021","Net Domestic Assets (Millions of Ghana Cedis)","98,996.29","99,334.89","104,348.34","90,946.49","94,004.89","96,506.78","101,556.20","105,105.76","109,397.09","113,926.79","121,438.15","128,024.40"
"2021","Net Foreign Assets_BOG (Millions of Ghana Cedis)","16,105.20","15,460.68","11,740.53","26,967.14","26,592.03","25,033.84","23,575.23","21,169.25","16,504.31","17,247.01","13,208.55","8,247.02"
"2021","Net Foreign Assets_DMBs (Millions of Ghana Cedis)","2,875.35","3,671.92","3,356.35","1,020.17","-145.37","350.71","-2,487.66","-2,726.43","-1,304.80","-1,942.80","-3,000.78","-715.67"
"2021","Net Foreign Assets (Millions of Ghana Cedis)","18,980.55","19,132.59","15,096.87","27,987.31","26,446.66","25,384.55","21,087.56","18,442.81","15,199.51","15,304.21","10,207.77","7,531.35"
"2020","Money Supply_Broad Money (M2) (Millions of Ghana Cedis)","68,534.71","69,798.91","71,097.88","71,941.26","75,215.28","76,951.84","77,843.83","79,012.10","84,864.02","87,833.39","91,709.61","94,491.75"
"2020","Money Supply_Total Liquidity (M2+) (Millions of Ghana Cedis)","91,907.42","91,762.67","92,905.07","94,556.02","98,540.00","100,498.91","101,564.14","102,814.68","109,134.38","112,859.69","116,597.74","120,521.82"
"2020","Money Supply_Reserve Money (RM) (Millions of Ghana Cedis)","27,432.02","26,284.64","28,486.64","26,747.38","27,001.53","25,546.83","28,515.19","27,474.02","30,338.05","31,611.83","33,258.84","36,124.78"
"2020","Money Supply_ Narrow Money  (M1) (Millions of Ghana Cedis)","42,605.59","43,500.82","44,691.05","45,485.05","47,768.64","48,684.68","49,276.26","49,566.86","52,738.45","54,502.47","58,162.71","60,826.18"
"2020","Total Liabilities of the Bankning System (Millions of Ghana Cedis)","91,907.42","91,762.67","92,905.07","94,556.02","98,540.00","100,498.91","101,564.14","102,814.68","109,134.38","112,859.69","116,597.74","120,521.82"
"2020","Money Supply Component_Foreign currency deposits (Millions of Ghana Cedis)","23,372.71","21,963.76","21,807.18","22,614.77","23,324.71","23,547.07","23,720.32","23,802.58","24,270.36","25,026.30","24,888.13","26,030.07"
"2020","Money Supply Component_Savings & Time deposits (Millions of Ghana Cedis)","25,929.11","26,298.09","26,406.84","26,456.21","27,446.64","28,267.16","28,567.57","29,445.24","32,125.57","33,330.92","33,546.90","33,665.58"
"2020","Money Supply Component_Demand deposits (Millions of Ghana Cedis)","28,997.05","30,107.92","31,043.52","31,170.49","33,279.41","33,867.24","33,793.08","33,785.01","36,332.24","36,793.20","38,862.41","39,936.55"
"2020","Total Assets of the Banking System  (Millions of Ghana Cedis)","91,907.42","91,762.67","92,905.07","94,556.02","98,540.00","100,498.91","101,564.14","102,814.68","109,134.38","112,859.69","116,597.74","120,521.82"
"2020","Money Supply Component_Currency outside banks (Millions of Ghana Cedis)","13,608.55","13,392.90","13,647.53","14,314.56","14,489.24","14,817.44","15,483.17","15,781.85","16,406.21","17,709.26","19,300.30","20,889.63"
"2020","Net Domestic Assets_Other Items (net) (Millions of Ghana Cedis)","-10,525.95","-12,599.46","-25,303.39","-24,929.09","-24,590.26","-24,656.45","-25,663.22","-27,373.70","-22,425.10","-22,269.48","-23,508.65","-21,480.37"
"2020","Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise (Millions of Ghana Cedis)","50,948.73","50,658.28","49,467.68","49,460.31","49,568.66","49,590.70","49,399.21","50,214.50","51,165.31","52,072.76","54,463.58","54,438.54"
"2020","Net Domestic Assets_Govt. Deposits (Millions of Ghana Cedis)","12,711.18","16,498.94","12,176.84","17,635.59","17,752.94","14,651.49","12,138.45","11,008.61","15,192.31","18,160.83","15,377.35","16,104.30"
"2020","Net Domestic Assets (Millions of Ghana Cedis)","74,512.23","69,158.99","66,360.95","67,962.89","74,590.46","78,610.57","79,882.01","82,521.75","89,828.09","93,850.43","99,627.41","101,923.76"
"2020","Net Domestic Assets_Claims on Govt. (Millions of Ghana Cedis)","46,800.63","47,599.11","54,373.50","61,067.26","67,365.00","68,327.81","68,284.47","70,689.56","76,280.18","82,207.97","84,049.83","85,069.90"
"2020","Net Foreign Assets_DMBs (Millions of Ghana Cedis)","-1,640.93","-76.57","-1,141.41","143.63","188.15","1,429.66","3,073.35","3,262.18","2,748.81","1,515.61","1,993.22","4,476.57"
"2020","Net Foreign Assets_BOG (Millions of Ghana Cedis)","19,036.12","22,680.25","27,685.53","26,449.50","23,761.38","20,458.68","18,608.78","17,030.75","16,557.47","17,493.65","14,977.11","14,121.48"
"2020","Net Foreign Assets (Millions of Ghana Cedis)","17,395.19","22,603.68","26,544.12","26,593.13","23,949.53","21,888.34","21,682.13","20,292.93","19,306.29","19,009.26","16,970.33","18,598.06"
"2019","Money Supply_Total Liquidity (M2+) (Millions of Ghana Cedis)","78,580.20","80,115.31","81,837.16","80,948.25","81,720.25","83,517.12","81,991.64","82,381.98","85,873.08","86,834.80","89,750.09","92,975.47"
"2019","Money Supply_Broad Money (M2) (Millions of Ghana Cedis)","61,506.23","62,114.88","63,064.58","62,642.47","62,507.29","63,008.83","62,141.90","62,231.49","64,951.98","67,182.71","68,687.05","69,973.10"
"2019","Money Supply_ Narrow Money  (M1) (Millions of Ghana Cedis)","35,749.95","36,087.76","38,343.92","37,021.82","37,692.56","38,072.77","37,284.88","38,149.24","40,091.32","40,725.39","42,438.98","43,495.72"
"2019","Money Supply_Reserve Money (RM) (Millions of Ghana Cedis)","22,097.82","22,066.42","23,658.20","21,977.25","22,072.88","21,906.30","22,923.98","22,848.62","23,027.84","25,060.18","25,304.36","28,896.02"
"2019","Total Liabilities of the Bankning System (Millions of Ghana Cedis)","78,580.20","80,115.31","81,837.16","81,021.35","81,870.59","83,517.12","81,991.64","82,381.98","85,873.08","86,834.80","89,750.09","92,952.95"
"2019","Money Supply Component_Foreign currency deposits (Millions of Ghana Cedis)","17,073.97","18,000.43","18,772.59","18,305.78","19,212.96","20,508.29","19,849.74","20,150.49","20,921.10","19,652.09","21,063.04","23,002.37"
"2019","Money Supply Component_Savings & Time deposits (Millions of Ghana Cedis)","25,756.28","26,027.12","24,720.65","25,620.65","24,814.73","24,936.05","24,857.02","24,082.25","24,860.66","26,457.32","26,248.07","26,477.38"
"2019","Money Supply Component_Currency outside banks (Millions of Ghana Cedis)","11,359.96","11,174.96","11,291.11","11,143.38","11,033.23","10,840.44","10,950.34","11,329.66","11,419.94","12,298.19","13,179.57","14,358.06"
"2019","Money Supply Component_Demand deposits (Millions of Ghana Cedis)","24,390.00","24,912.80","27,052.81","25,878.43","26,659.33","27,232.34","26,334.55","26,819.58","28,671.38","28,427.21","29,259.41","29,137.66"
"2019","Total Assets of the Banking System  (Millions of Ghana Cedis)","78,580.20","80,115.31","81,837.16","81,021.35","81,870.59","83,517.12","81,991.64","82,381.98","85,873.08","86,834.80","89,750.09","92,952.95"
"2019","Net Domestic Assets_Other Items (net) (Millions of Ghana Cedis)","-3,729.83","-3,421.09","-5,957.67","-4,669.71","-6,448.36","-4,820.38","-8,222.70","-8,511.80","-9,098.14","-11,304.19","-11,948.81","-11,239.89"
"2019","Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise (Millions of Ghana Cedis)","38,784.43","39,616.01","40,977.91","41,305.95","42,069.45","42,308.13","41,969.91","43,265.50","44,447.88","46,017.07","47,290.13","49,384.52"
"2019","Net Domestic Assets_Govt. Deposits (Millions of Ghana Cedis)","9,645.08","9,269.35","22,446.09","20,120.42","16,572.69","16,791.44","15,781.12","16,823.60","13,000.25","11,625.00","9,662.62","13,284.19"
"2019","Net Domestic Assets_Claims on Govt. (Millions of Ghana Cedis)","39,622.05","40,674.56","40,343.94","41,287.32","41,168.47","42,213.30","43,843.38","45,771.21","46,129.47","46,081.26","46,486.40","47,498.72"
"2019","Net Domestic Assets (Millions of Ghana Cedis)","65,031.57","67,600.14","52,918.10","57,876.23","60,367.22","62,909.62","61,809.47","63,701.30","68,478.96","69,169.14","72,165.10","72,359.17"
"2019","Net Foreign Assets_DMBs (Millions of Ghana Cedis)","1,500.68","1,332.02","1,735.60","1,244.97","1,067.70","1,890.28","2,670.76","503.32","790.44","9.27","238.07","670.46"
"2019","Net Foreign Assets_BOG (Millions of Ghana Cedis)","12,047.96","11,183.15","27,183.46","21,900.15","20,435.67","18,717.23","17,511.41","18,177.36","16,603.68","17,656.39","17,346.92","19,923.32"
"2019","Net Foreign Assets (Millions of Ghana Cedis)","13,548.64","12,515.17","28,919.06","23,145.12","21,503.37","20,607.50","20,182.18","18,680.68","17,394.12","17,665.66","17,584.99","20,593.78"
"2018","Money Supply_Total Liquidity (M2+) (Millions of Ghana Cedis)","65,624.35","65,391.69","67,211.73","68,255.73","68,909.37","68,402.24","71,413.78","73,665.72","73,821.71","74,641.05","75,899.85","76,380.39"
"2018","Money Supply_ Narrow Money  (M1) (Millions of Ghana Cedis)","29,253.12","28,492.75","30,389.87","31,472.09","32,056.80","31,134.76","32,343.09","33,383.01","33,067.36","33,211.44","34,287.05","34,645.61"
"2018","Money Supply_Broad Money (M2) (Millions of Ghana Cedis)","51,585.72","51,061.00","52,877.93","53,859.19","54,243.26","53,390.07","54,992.04","56,830.77","56,733.19","58,307.85","59,776.49","60,254.83"
"2018","Money Supply_Reserve Money (RM) (Millions of Ghana Cedis)","20,487.32","20,182.67","20,245.61","20,434.65","19,960.83","20,259.33","19,984.77","19,867.74","20,196.06","19,878.52","20,936.32","21,501.04"
"2018","Total Liabilities of the Bankning System (Millions of Ghana Cedis)","65,731.09","65,460.47","67,318.47","68,362.48","68,909.37","68,402.24","71,413.78","73,665.72","73,821.71","74,641.05","75,899.85","76,380.39"
"2018","Money Supply Component_Foreign currency deposits (Millions of Ghana Cedis)","14,038.63","14,330.69","14,333.80","14,396.54","14,666.11","15,012.17","16,421.73","16,834.95","17,088.52","16,333.20","16,123.36","16,125.56"
"2018","Money Supply Component_Savings & Time deposits (Millions of Ghana Cedis)","22,332.60","22,568.25","22,488.06","22,387.10","22,186.46","22,255.31","22,648.95","23,447.76","23,665.83","25,096.41","25,489.44","25,609.22"
"2018","Money Supply Component_Demand deposits (Millions of Ghana Cedis)","19,297.90","18,758.08","20,459.90","21,481.56","22,282.35","21,419.14","22,799.97","23,707.02","23,319.60","22,838.52","23,110.40","22,704.70"
"2018","Money Supply Component_Currency outside banks (Millions of Ghana Cedis)","9,955.22","9,734.67","9,929.98","9,990.53","9,774.44","9,715.62","9,543.12","9,675.99","9,747.76","10,372.92","11,176.65","11,940.91"
"2018","Total Assets of the Banking System  (Millions of Ghana Cedis)","65,731.09","65,460.47","67,318.47","68,362.48","68,909.37","68,402.24","71,413.78","73,665.72","73,821.71","74,641.05","75,899.85","76,380.39"
"2018","Net Domestic Assets_Other Items (net) (Millions of Ghana Cedis)","-11,124.09","-7,171.03","-4,191.45","-5,275.59","-5,089.60","-4,804.07","-5,241.82","-4,079.78","-4,630.40","-5,453.68","-4,671.25","-4,661.88"
"2018","Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise (Millions of Ghana Cedis)","46,057.92","43,886.95","44,777.55","45,559.06","48,135.52","48,920.53","42,616.20","36,699.80","37,593.13","38,435.52","38,598.13","39,454.03"
"2018","Net Domestic Assets_Govt. Deposits (Millions of Ghana Cedis)","8,620.31","10,349.19","10,859.10","8,494.32","11,941.10","11,904.84","9,950.14","11,911.83","13,127.95","11,487.41","11,009.74","10,619.64"
"2018","Net Domestic Assets_Claims on Govt. (Millions of Ghana Cedis)","25,923.72","26,193.57","26,740.14","26,496.84","26,440.90","26,739.03","26,297.58","34,823.85","36,911.37","37,563.53","38,111.05","38,171.15"
"2018","Net Domestic Assets (Millions of Ghana Cedis)","46,243.65","46,432.11","50,417.95","52,070.99","49,761.98","51,580.06","53,721.84","55,532.04","56,746.16","59,057.96","61,028.20","62,343.66"
"2018","Net Foreign Assets_DMBs (Millions of Ghana Cedis)","3,510.61","4,335.61","2,258.05","1,774.77","1,107.91","625.67","2,453.03","2,852.25","1,823.97","2,171.63","1,497.73","1,273.96"
"2018","Net Foreign Assets_BOG (Millions of Ghana Cedis)","15,976.83","14,692.76","14,642.48","14,516.72","18,039.48","16,196.52","15,238.91","15,281.43","15,251.58","13,411.46","13,373.93","12,762.76"
"2018","Net Foreign Assets (Millions of Ghana Cedis)","19,487.44","19,028.37","16,900.52","16,291.49","19,147.39","16,822.19","17,691.94","18,133.68","17,075.55","15,583.09","14,871.65","14,036.73"
"2017","Money Supply_Total Liquidity (M2+) (Millions of Ghana Cedis)","58,436.43","58,346.76","58,139.80","58,195.16","58,400.17","59,903.79","61,134.32","59,845.30","59,491.10","63,669.19","63,696.51","66,063.40"
"2017","Money Supply_ Narrow Money  (M1) (Millions of Ghana Cedis)","26,898.60","25,802.21","25,706.34","26,092.74","25,525.21","25,643.70","26,847.01","26,152.07","25,503.31","29,126.27","28,652.13","29,792.56"
"2017","Money Supply_Broad Money (M2) (Millions of Ghana Cedis)","44,588.59","43,686.92","44,049.21","44,893.33","44,595.27","45,793.23","46,909.15","45,619.31","45,282.59","49,195.40","49,388.18","52,007.03"
"2017","Money Supply_Reserve Money (RM) (Millions of Ghana Cedis)","17,509.30","16,447.43","17,519.82","17,796.29","16,566.13","17,784.87","18,869.45","17,393.97","17,321.66","19,067.83","20,062.66","21,471.52"
